id_peli,id_pais
31930,3
20213,3
543,3
36054,3
2760,3
72987,3
8195,3
24016,3
14785,3
14794,3
3486,3
43106,3
4975,3
3033,3
1808,3
5332,3
14924,3
10002,3
10162,3
11532,3
707,3
11954,3
8545,3
16885,3
76857,3
10368,3
11365,3
46992,3
22913,3
9423,3
9426,3
8129,3
1618,3
11167,3
100,3
30202,3
10212,3
125123,3
30950,3
11660,3
10209,3
1946,3
1844,3
24584,3
28519,3
44297,3
1924,3
8536,3
9531,3
11411,3
3079,3
29794,3
36685,3
509,3
15059,3
55912,3
11779,3
14283,3
24137,3
55955,3
48958,3
345,3
3175,3
41166,3
12229,3
89861,3
29030,3
25319,3
24103,3
9267,3
10768,3
9406,3
39780,3
10154,3
2038,3
30964,3
6373,3
40694,3
12105,3
704,3
35122,3
142132,3
11527,3
11326,3
10381,3
851,3
20123,3
1654,3
14831,3
658,3
657,3
646,3
36819,3
94857,3
15247,3
699,3
709,3
253,3
13511,3
660,3
108346,3
8672,3
11790,3
276635,3
29048,3
47692,3
11663,3
11481,3
20565,3
36643,3
26371,3
20024,3
42739,3
30237,3
50116,3
46435,3
26578,3
43103,3
12524,3
16241,3
75641,3
10831,3
33078,3
53714,3
21489,3
110479,3
18681,3
8293,3
106837,3
1907,3
68546,3
62463,3
25934,3
61416,3
127602,3
11004,3
54575,3
54195,3
139058,3
10839,3
68427,3
48213,3
159727,3
58048,3
14900,3
11899,3
123047,3
24575,3
10971,3
78231,3
54825,3
33516,3
39890,3
243,3
24212,3
32613,3
118098,3
11327,3
17339,3
28975,3
31776,3
10557,3
27745,3
