id_peli,genero
180644,1
161880,1
48522,1
53215,1
72205,1
90781,1
215657,1
188392,1
24251,1
209209,1
37556,1
15718,1
23998,1
59354,1
52458,1
234377,1
52207,1
81294,1
84805,1
84617,1
13535,1
80142,1
161885,1
44874,1
73714,1
61080,1
110760,1
59358,1
48273,1
83746,1
141754,1
38580,1
168202,1
48874,1
36129,1
53178,1
53543,1
13924,1
302429,1
94820,1
193650,1
89247,1
136619,1
12609,1
35927,1
9948,1
41213,1
100246,1
72478,1
123867,1
278468,1
13351,1
226673,1
81684,1
13397,1
303457,1
15567,1
19106,1
269711,1
228165,1
196750,1
322456,1
50135,1
78124,1
287233,1
73530,1
265712,1
326359,1
264553,1
67654,1
31347,1
118412,1
113082,1
144288,1
213110,1
20377,1
23155,1
23504,1
51450,1
79433,1
16119,1
11651,1
204712,1
21385,1
33719,1
238302,1
50166,1
5833,1
78694,1
24696,1
9497,1
9514,1
9496,1
10470,1
10010,1
263109,1
321528,1
228692,1
36696,1
208333,1
275244,1
14572,1
260310,1
94205,1
246654,1
12697,1
18068,1
73529,1
50113,1
297270,1
175112,1
28969,1
36897,1
327418,1
202575,1
15165,1
13284,1
15016,1
316322,1
21705,1
73456,1
285733,1
57737,1
13002,1
129533,1
13004,1
34134,1
13283,1
91342,1
23566,1
168903,1
13459,1
255718,1
196254,1
16418,1
16962,1
13285,1
15015,1
15906,1
227200,1
18198,1
136215,1
44683,1
136368,1
17566,1
104522,1
118794,1
13179,1
221171,1
175518,1
146730,1
72204,1
26807,1
86412,1
85428,1
53210,1
150540,1
38248,1
17189,1
22520,1
328111,1
88018,1
18839,1
153153,1
223706,1
38594,1
255528,1
85702,1
53220,1
211672,1
19386,1
21316,1
14613,1
105864,1
17922,1
22466,1
260211,1
37211,1
13151,1
21956,1
203696,1
19323,1
72886,1
33274,1
302960,1
13354,1
13350,1
20410,1
15601,1
20558,1
16390,1
30074,1
24615,1
24787,1
13355,1
12903,1
12902,1
119321,1
67900,1
36972,1
151535,1
81900,1
308447,1
36868,1
103194,1
47166,1
14092,1
16774,1
66984,1
284274,1
51786,1
46343,1
53211,1
164954,1
26809,1
42979,1
145977,1
34463,1
60293,1
36218,1
51531,1
16237,1
14813,1
81003,1
61901,1
13400,1
53219,1
227679,1
39057,1
25961,1
34067,1
341984,1
261103,1
245685,1
37789,1
118406,1
193652,1
343977,1
72972,1
14787,1
42246,1
43956,1
199753,1
16355,1
65973,1
303857,1
87194,1
323027,1
293299,1
49418,1
120475,1
347688,1
60843,1
77248,1
62931,1
16224,1
349045,1
238923,1
4398,1
16808,1
292795,1
326215,1
96750,1
291270,1
212168,1
240341,1
279254,1
342917,1
192911,1
15657,1
47292,1
79000,1
39229,1
39230,1
286192,1
42515,1
252520,1
13415,1
7092,1
211231,1
278604,1
20183,1
13204,1
79419,1
76737,1
108048,1
88013,1
143634,1
85221,1
100247,1
133213,1
205263,1
257932,1
23903,1
152042,1
53064,1
30575,1
37100,1
28460,1
56672,1
52761,1
19247,1
42949,1
97187,1
16516,1
12448,1
209921,1
41061,1
16366,1
17433,1
355135,1
72720,1
150213,1
50087,1
303903,1
350499,1
230896,1
46963,1
80089,1
283161,1
196761,1
212162,1
152044,1
211755,1
239523,1
267970,1
20378,1
312963,1
180685,1
182131,1
62368,1
245536,1
312940,1
159824,1
309809,1
323661,1
353595,1
184608,1
356161,1
339669,1
329020,1
292014,1
361380,1
32428,1
109298,1
132714,1
67790,1
81338,1
80928,1
106112,1
134360,1
109329,1
58160,1
66997,1
66819,1
67661,1
67113,1
67626,1
67162,1
109323,1
54509,1
101806,1
161836,1
34942,1
51485,1
227973,1
284682,1
65592,1
315465,1
53554,1
91417,1
367326,1
273126,1
79853,1
59803,1
193154,1
21534,1
363890,1
41923,1
268092,1
306464,1
292177,1
349158,1
312100,1
73901,1
345637,1
216983,1
23150,1
23151,1
23153,1
23166,1
23167,1
351694,1
136793,1
78570,1
30059,1
334376,1
303867,1
359983,1
139238,1
372631,1
201223,1
36748,1
125464,1
140300,1
16308,1
16157,1
154738,1
26537,1
40246,1
347201,1
317442,1
57718,1
336313,1
77194,1
48661,1
204755,1
74842,1
24154,1
59297,1
215408,1
54657,1
347155,1
356994,1
79516,1
13274,1
16907,1
90909,1
352024,1
276905,1
366924,1
165718,1
345775,1
93521,1
340357,1
68555,1
77294,1
18874,1
53074,1
269149,1
324978,1
110395,1
329063,1
58769,1
89816,1
286940,1
354857,1
82094,1
118408,1
36301,1
43953,1
44239,1
300602,1
73094,1
69019,1
65504,1
40123,1
26368,1
39510,1
61320,1
61313,1
41078,1
279598,1
118727,1
90034,1
90319,1
351981,1
341007,1
13798,1
182768,1
77859,1
369366,1
382517,1
220154,1
9084,1
85787,1
50179,1
33371,1
152948,1
15838,1
135204,1
147698,1
67941,1
42647,1
239536,1
51902,1
116318,1
257095,1
45205,1
40993,1
48617,1
137200,1
72188,1
181656,1
198993,1
382581,1
97400,1
85793,1
41988,1
359549,1
242546,1
239367,1
90110,1
379291,1
387893,1
81670,1
351065,1
276828,1
317213,1
195030,1
300455,1
365566,1
32202,1
204344,1
23154,1
212156,1
161143,1
85693,1
118251,1
37048,1
60964,1
47747,1
51298,1
89458,1
127380,1
153518,1
51106,1
34194,1
21769,1
125513,1
155765,1
28697,1
42073,1
31034,1
125521,1
68922,1
125510,1
41365,1
35105,1
14829,1
39690,1
34935,1
25843,1
48405,1
277098,1
34772,1
86791,1
31502,1
52143,1
44885,1
53034,1
382885,1
71449,1
71444,1
37629,1
68828,1
64784,1
234004,1
241004,1
245917,1
173443,1
35114,1
120872,1
30,1
258509,1
158009,1
223702,1
268380,1
56190,1
339526,1
118792,1
37433,1
14233,1
214676,1
265982,1
33108,1
25079,1
217057,1
66834,1
67572,1
263945,1
278154,1
399106,1
24678,1
337703,1
189696,1
376233,1
67303,1
382322,1
79596,1
18560,1
24057,1
390734,1
368940,1
268893,1
261410,1
273127,1
314580,1
261409,1
314601,1
275136,1
273578,1
273309,1
273315,1
273149,1
275130,1
273205,1
256885,1
28808,1
366656,1
166610,1
32147,1
271706,1
260916,1
389868,1
358332,1
26945,1
313297,1
72640,1
342588,1
57500,1
253817,1
357786,1
55426,1
55431,1
55430,1
55435,1
55437,1
225745,1
357390,1
296917,1
52954,1
36161,1
16257,1
36163,1
372058,1
361705,1
66824,1
36162,1
40235,1
411802,1
73690,1
401650,1
91088,1
197725,1
245003,1
105325,1
352812,1
409696,1
333372,1
56391,1
162512,1
29020,1
81537,1
381028,1
40216,1
223046,1
332210,1
393559,1
161969,1
148558,1
396899,1
410936,1
89825,1
40470,1
145316,1
379779,1
355111,1
377897,1
411736,1
136799,1
300424,1
42078,1
69484,1
285814,1
385722,1
421281,1
413770,1
46718,1
402536,1
145963,1
337550,1
51349,1
83865,1
250895,1
370545,1
109301,1
33065,1
33534,1
421725,1
355338,1
77304,1
378064,1
364111,1
34577,1
19961,1
396330,1
277834,1
48784,1
424889,1
154922,1
314946,1
52939,1
124277,1
406785,1
283146,1
59356,1
59357,1
20089,1
335797,1
365544,1
207323,1
31160,1
374460,1
51281,1
279608,1
403052,1
56828,1
48567,1
342473,1
362058,1
394759,1
324849,1
76420,1
269246,1
264170,1
256421,1
43641,1
53217,1
374205,1
362584,1
236696,1
236655,1
362585,1
179302,1
362343,1
295693,1
408220,1
220653,1
220656,1
132298,1
127021,1
374251,1
22154,1
417321,1
393263,1
389677,1
411221,1
49992,1
161833,1
45665,1
120115,1
437220,1
307696,1
32532,1
9551,1
410661,1
396263,1
67592,1
427409,1
399219,1
441043,1
109080,1
114370,1
114372,1
114371,1
105231,1
50253,1
83090,1
83091,1
66105,1
83088,1
22817,1
403114,1
347413,1
31501,1
211798,1
421962,1
20760,1
14611,1
129229,1
38577,1
137116,1
32536,1
66628,1
413927,1
408647,1
72215,1
322487,1
398390,1
153272,1
37049,1
57091,1
141102,1
268531,1
260514,1
400136,1
85424,1
85790,1
31051,1
378108,1
155661,1
278901,1
70665,1
30593,1
366143,1
61672,1
98857,1
254268,1
76638,1
41581,1
447113,1
360404,1
212470,1
413736,1
324963,1
227257,1
290727,1
166747,1
260234,1
167666,1
167313,1
134632,1
119855,1
39962,1
244575,1
51000,1
324852,1
333667,1
145760,1
213321,1
72203,1
77759,1
77762,1
96458,1
262975,1
74535,1
17101,1
41493,1
160046,1
90001,1
195065,1
24660,1
24960,1
24357,1
24914,1
24959,1
196633,1
19715,1
85398,1
41313,1
27300,1
400465,1
416445,1
409421,1
22502,1
161337,1
79599,1
95414,1
25525,1
154727,1
60800,1
165095,1
193216,1
243312,1
328407,1
381096,1
16455,1
198951,1
197854,1
66045,1
2791,1
13981,1
136087,1
68365,1
353406,1
378111,1
448879,1
72210,1
84493,1
69899,1
154501,1
413644,1
67409,1
84601,1
88762,1
34933,1
101503,1
67130,1
69103,1
74961,1
83765,1
102161,1
83750,1
147870,1
64847,1
174565,1
134750,1
276678,1
127144,1
459802,1
366170,1
133131,1
24101,1
26539,1
22643,1
13683,1
34065,1
308794,1
461615,1
233880,1
214157,1
32534,1
176407,1
381519,1
64202,1
67713,1
41017,1
101538,1
79701,1
70061,1
52803,1
196649,1
91673,1
273202,1
21044,1
10840,1
72199,1
79216,1
86118,1
326029,1
54551,1
378236,1
197210,1
366071,1
351423,1
389627,1
421126,1
279687,1
423453,1
54559,1
433471,1
89606,1
291224,1
38876,1
90063,1
460135,1
175457,1
184402,1
455661,1
14885,1
862,2
15602,2
31357,2
11862,2
11860,2
9087,2
12110,2
5,2
9273,2
11517,2
8012,2
9263,2
9598,2
33689,2
9603,2
577,2
11448,2
26441,2
9089,2
10607,2
19760,2
9536,2
4482,2
28387,2
36929,2
880,2
17414,2
12158,2
9283,2
40154,2
13685,2
47475,2
9614,2
11907,2
10874,2
33542,2
43612,2
16934,2
10324,2
78406,2
55731,2
11066,2
11104,2
2074,2
110972,2
32622,2
55475,2
9101,2
11000,2
16388,2
22279,2
30157,2
5894,2
1775,2
8839,2
13552,2
17447,2
19326,2
9071,2
15730,2
2293,2
68274,2
11472,2
58372,2
10149,2
18402,2
9090,2
52856,2
26258,2
11017,2
9382,2
2292,2
1909,2
62488,2
8467,2
10451,2
18395,2
522,2
397,2
10525,2
15789,2
17207,2
11777,2
18713,2
37108,2
11008,2
11318,2
24070,2
8986,2
17402,2
38722,2
11593,2
9058,2
63020,2
2307,2
25296,2
161495,2
3586,2
109,2
36357,2
28033,2
11395,2
12527,2
20306,2
36614,2
27993,2
9067,2
9059,2
11381,2
2064,2
60855,2
236,2
48287,2
3049,2
2759,2
11382,2
10464,2
34152,2
888,2
13,2
712,2
48992,2
10879,2
10660,2
854,2
9359,2
36593,2
12280,2
11011,2
15128,2
52038,2
29444,2
26352,2
32502,2
2758,2
38129,2
13595,2
46094,2
9409,2
16771,2
46924,2
11041,2
306,2
26391,2
117553,2
11310,2
18658,2
9612,2
26261,2
19176,2
11566,2
9571,2
34444,2
26141,2
50463,2
20239,2
16297,2
25440,2
41579,2
41006,2
9255,2
26271,2
10612,2
16097,2
11934,2
106143,2
12475,2
59930,2
31643,2
9593,2
42580,2
22317,2
12121,2
10440,2
83718,2
31911,2
788,2
41588,2
22588,2
10872,2
11858,2
10467,2
8005,2
35233,2
11592,2
695,2
12519,2
23210,2
858,2
13203,2
10442,2
9607,2
10635,2
161158,2
11446,2
24405,2
11800,2
8223,2
14587,2
31504,2
53185,2
23637,2
17600,2
10897,2
349394,2
37345,2
47507,2
25403,2
9066,2
771,2
812,2
114,2
41043,2
30528,2
7300,2
25059,2
23570,2
51242,2
10112,2
46029,2
32308,2
44281,2
28121,2
12520,2
47449,2
41852,2
9099,2
2021,2
61752,2
11479,2
287305,2
339428,2
68445,2
10801,2
11107,2
16417,2
18414,2
47502,2
11902,2
3065,2
2300,2
187851,2
27281,2
40001,2
12656,2
25969,2
90214,2
8866,2
12233,2
23449,2
11687,2
9304,2
20759,2
32513,2
25697,2
21588,2
10535,2
124613,2
532,2
16299,2
935,2
55613,2
41007,2
63564,2
46732,2
32872,2
9894,2
11543,2
9327,2
44535,2
78285,2
10779,2
38223,2
49963,2
11363,2
77056,2
18550,2
11511,2
34170,2
12606,2
69895,2
4837,2
9098,2
11962,2
2925,2
9308,2
92381,2
10830,2
18862,2
9431,2
47907,2
10478,2
159,2
88224,2
23945,2
9054,2
241058,2
110513,2
12559,2
3587,2
10723,2
44705,2
981,2
872,2
2769,2
13320,2
164,2
3078,2
28288,2
239,2
4808,2
804,2
26531,2
909,2
31044,2
29376,2
1859,2
17281,2
64382,2
3080,2
3529,2
3085,2
2897,2
3083,2
900,2
50001,2
22688,2
40206,2
22733,2
32574,2
85328,2
58985,2
9401,2
12241,2
25739,2
10680,2
18660,2
10869,2
6878,2
20723,2
864,2
24795,2
433,2
12335,2
11229,2
9591,2
55058,2
10938,2
27845,2
9716,2
31530,2
66473,2
116356,2
11561,2
11302,2
623,2
583,2
12614,2
11575,2
8491,2
67365,2
136311,2
427043,2
37616,2
11112,2
141210,2
26626,2
11843,2
10379,2
10765,2
762,2
55049,2
531,2
127973,2
30892,2
86369,2
8074,2
38554,2
10608,2
64567,2
892,2
54405,2
38251,2
10409,2
2469,2
11455,2
2493,2
68,2
13446,2
766,2
525,2
530,2
3109,2
703,2
9277,2
343,2
11235,2
763,2
18971,2
696,2
9964,2
3063,2
13667,2
765,2
137,2
212,2
105,2
1633,2
1554,2
11673,2
3034,2
339,2
914,2
2640,2
11031,2
10322,2
10644,2
14370,2
8816,2
639,2
31388,2
66034,2
61536,2
18762,2
814,2
37843,2
25189,2
9279,2
21539,2
12709,2
11674,2
9037,2
17795,2
75,2
13891,2
9390,2
378,2
10896,2
2322,2
3179,2
30285,2
12145,2
42424,2
9404,2
9622,2
31000,2
4104,2
43775,2
14908,2
784,2
12489,2
16448,2
17894,2
28059,2
58911,2
17949,2
1968,2
61563,2
20735,2
11419,2
25796,2
60083,2
21915,2
19952,2
9446,2
9403,2
27322,2
11844,2
49806,2
1624,2
24662,2
18423,2
76996,2
9434,2
13982,2
105763,2
9611,2
9977,2
816,2
16399,2
12499,2
1811,2
60082,2
15321,2
2058,2
9450,2
16375,2
45671,2
17770,2
106129,2
107743,2
47686,2
65889,2
11103,2
8874,2
11956,2
111367,2
607,2
18080,2
17834,2
10603,2
20737,2
9413,2
14585,2
37244,2
9416,2
26180,2
32519,2
108401,2
10806,2
29461,2
56651,2
33657,2
2255,2
28353,2
9427,2
172545,2
36797,2
33344,2
8067,2
10890,2
1281,2
32332,2
61337,2
31535,2
10215,2
37165,2
9414,2
22797,2
2639,2
9574,2
10371,2
9714,2
6283,2
49728,2
184,2
9438,2
115,2
26941,2
27103,2
32302,2
586,2
9490,2
25719,2
6116,2
281289,2
39424,2
11568,2
11003,2
102732,2
2898,2
6970,2
10668,2
36568,2
9440,2
32911,2
93350,2
17127,2
40688,2
17133,2
16980,2
27472,2
47881,2
16148,2
90414,2
188870,2
78149,2
15513,2
31220,2
29825,2
10622,2
34582,2
9771,2
9448,2
78373,2
77514,2
39467,2
55561,2
58680,2
9452,2
1878,2
9844,2
40505,2
14342,2
6068,2
15037,2
50043,2
21334,2
32284,2
51955,2
37410,2
53765,2
12655,2
3050,2
1389,2
20862,2
9464,2
944,2
35680,2
11551,2
544,2
34106,2
17661,2
5769,2
11050,2
403,2
11485,2
13820,2
15389,2
2108,2
11284,2
41828,2
941,2
942,2
943,2
927,2
928,2
9340,2
38509,2
165,2
196,2
17984,2
22328,2
9835,2
17539,2
22777,2
20173,2
16249,2
13962,2
19378,2
29228,2
19379,2
11164,2
40866,2
24816,2
9994,2
25445,2
12129,2
14140,2
10439,2
11158,2
9354,2
28736,2
9820,2
14013,2
10849,2
11974,2
20348,2
10414,2
10437,2
12230,2
11335,2
15943,2
19762,2
2619,2
2107,2
6471,2
9442,2
11591,2
11497,2
2907,2
9454,2
16155,2
11814,2
15144,2
11522,2
37530,2
8393,2
11937,2
21661,2
33644,2
14662,2
2182,2
77469,2
14557,2
9417,2
41469,2
19381,2
4011,2
5854,2
11219,2
51942,2
54795,2
14577,2
36049,2
75793,2
36054,2
22796,2
37550,2
21500,2
12626,2
37818,2
3525,2
129628,2
2321,2
2028,2
16384,2
11597,2
47947,2
44772,2
14347,2
18282,2
18169,2
5971,2
11933,2
20096,2
2109,2
193103,2
26618,2
11855,2
3486,2
10403,2
11337,2
25723,2
8916,2
28134,2
9429,2
43106,2
10156,2
10377,2
9713,2
9821,2
11932,2
6435,2
108316,2
63709,2
2657,2
637,2
8675,2
20701,2
46889,2
10663,2
17037,2
21589,2
8336,2
32081,2
41817,2
12560,2
9487,2
9466,2
10162,2
692,2
24018,2
8130,2
9749,2
14628,2
13698,2
10466,2
9336,2
10157,2
12118,2
10587,2
11825,2
11895,2
9447,2
12257,2
37536,2
10029,2
8545,2
9745,2
11545,2
13764,2
10303,2
9326,2
10328,2
11285,2
15196,2
15596,2
13818,2
29968,2
5825,2
9489,2
10312,2
24525,2
10368,2
140897,2
22913,2
14709,2
14443,2
10658,2
2620,2
16780,2
12151,2
10945,2
10013,2
9671,2
9396,2
11038,2
12278,2
10015,2
12715,2
8388,2
1618,2
10722,2
10314,2
125548,2
47139,2
16172,2
111794,2
11622,2
9849,2
82865,2
18892,2
1542,2
15256,2
18417,2
12479,2
15031,2
15209,2
26425,2
14742,2
9535,2
100,2
47501,2
84586,2
31503,2
22345,2
53685,2
1641,2
10212,2
16508,2
11374,2
125123,2
4951,2
8970,2
30950,2
9430,2
11355,2
18764,2
9465,2
27455,2
49981,2
114719,2
6396,2
12596,2
6552,2
18462,2
18252,2
8592,2
13852,2
53862,2
4927,2
31342,2
95627,2
8785,2
9531,2
36685,2
30168,2
509,2
55912,2
41730,2
13533,2
817,2
265966,2
91598,2
68426,2
24137,2
9032,2
9421,2
55955,2
6488,2
9473,2
8487,2
2105,2
10208,2
48958,2
9825,2
16158,2
2978,2
10490,2
332,2
9824,2
4806,2
21185,2
10136,2
32060,2
3934,2
10776,2
24452,2
9710,2
30890,2
24081,2
20242,2
16406,2
12229,2
67323,2
89861,2
11353,2
9781,2
12185,2
29074,2
24103,2
10552,2
9267,2
813,2
2665,2
9406,2
11418,2
11153,2
14170,2
2280,2
11077,2
28597,2
850,2
10154,2
10342,2
15122,2
17709,2
6373,2
2162,2
14578,2
40694,2
4338,2
49184,2
1075,2
40879,2
49792,2
11001,2
704,2
35122,2
142132,2
18086,2
17887,2
40867,2
10974,2
2290,2
24071,2
62994,2
32305,2
14429,2
15198,2
6415,2
24066,2
10381,2
171982,2
5622,2
11712,2
17198,2
44857,2
9346,2
9377,2
85325,2
11230,2
20123,2
3086,2
16305,2
32255,2
14831,2
772,2
12220,2
42881,2
36819,2
11562,2
16162,2
31306,2
10563,2
214735,2
856,2
38772,2
492,2
98480,2
46286,2
8056,2
104103,2
51371,2
18111,2
31361,2
16281,2
1694,2
73969,2
11510,2
957,2
37853,2
1621,2
14035,2
40771,2
40772,2
40773,2
11790,2
29371,2
276635,2
29048,2
21349,2
1832,2
144953,2
11663,2
