id_peli,id_leng
11134,1
88224,1
42758,1
9303,1
23945,1
37820,1
22479,1
9054,1
241058,1
59569,1
110513,1
11015,1
9306,1
12559,1
58770,1
3587,1
10723,1
56077,1
19004,1
101230,1
10987,1
44705,1
20318,1
27854,1
981,1
872,1
2769,1
13320,1
164,1
426,1
567,1
3078,1
13528,1
28288,1
213,1
284,1
239,1
4808,1
289,1
963,1
11113,1
6620,1
804,1
26531,1
909,1
630,1
770,1
31044,1
599,1
15,1
62,1
121357,1
705,1
22490,1
223,1
25670,1
303,1
4174,1
8356,1
381,1
20758,1
29376,1
1859,1
18299,1
17281,1
64382,1
10907,1
32093,1
1939,1
22292,1
3598,1
3080,1
198,1
13562,1
1712,1
220,1
3529,1
3085,1
2897,1
1585,1
3083,1
900,1
43795,1
85638,1
50001,1
43905,1
22688,1
23114,1
26378,1
40206,1
22356,1
260,1
43488,1
22613,1
10331,1
488,1
22733,1
261,1
57575,1
32574,1
22657,1
76464,1
22649,1
176841,1
39448,1
52855,1
39940,1
85328,1
11076,1
63945,1
58985,1
10861,1
1770,1
44465,1
2033,1
18203,1
9333,1
47260,1
9400,1
9401,1
12241,1
11306,1
9625,1
10680,1
6346,1
18660,1
35115,1
14821,1
14136,1
10869,1
22660,1
19186,1
31102,1
6878,1
15944,1
18444,1
20723,1
173,1
864,1
24795,1
11224,1
81310,1
15947,1
9078,1
29682,1
8367,1
433,1
11360,1
11114,1
12335,1
12092,1
10948,1
11229,1
15121,1
562,1
10163,1
48862,1
117036,1
47199,1
11159,1
9591,1
30500,1
41843,1
55058,1
10938,1
11412,1
10586,1
42314,1
27845,1
108365,1
23223,1
49471,1
38153,1
25147,1
9716,1
454,1
10218,1
819,1
11238,1
27256,1
31530,1
66473,1
28120,1
1834,1
26282,1
37218,1
252,1
16372,1
11561,1
11302,1
623,1
583,1
12614,1
21711,1
11575,1
475,1
11331,1
521,1
88,1
500,1
792,1
8491,1
402,1
10537,1
11386,1
9504,1
15764,1
601,1
67365,1
25842,1
2119,1
744,1
136311,1
221,1
702,1
25750,1
17642,1
146341,1
37616,1
11112,1
21612,1
200383,1
116844,1
1630,1
26626,1
11816,1
11843,1
10379,1
2756,1
790,1
1103,1
11298,1
10765,1
762,1
44497,1
278621,1
79306,1
10548,1
531,1
104931,1
31556,1
26167,1
26174,1
127973,1
30892,1
38554,1
49763,1
41326,1
36555,1
10608,1
7452,1
64567,1
26561,1
975,1
18129,1
54405,1
150823,1
409,1
10161,1
1412,1
41768,1
10409,1
14285,1
10174,1
31225,1
510,1
11455,1
1891,1
2493,1
85,1
68,1
679,1
13446,1
389,1
947,1
185,1
595,1
28,1
335,1
1892,1
144,1
1092,1
769,1
348,1
766,1
175,1
539,1
525,1
240,1
600,1
530,1
10705,1
279,1
3109,1
311,1
1578,1
703,1
9549,1
387,1
9277,1
343,1
37291,1
11235,1
218,1
763,1
9665,1
18971,1
696,1
379,1
207,1
37247,1
1480,1
9322,1
826,1
422,1
829,1
828,1
3090,1
9964,1
3063,1
13667,1
694,1
235,1
765,1
5925,1
11778,1
4485,1
137,1
33,1
982,1
8428,1
212,1
105,1
1633,1
11202,1
1554,1
8009,1
903,1
3034,1
339,1
914,1
756,1
288,1
910,1
2640,1
16633,1
665,1
11031,1
11314,1
15143,1
89,1
10322,1
783,1
10644,1
11257,1
14370,1
12104,1
625,1
830,1
2323,1
983,1
642,1
655,1
10341,1
639,1
266022,1
168450,1
30180,1
31388,1
41801,1
66034,1
348138,1
61536,1
18762,1
8077,1
814,1
41671,1
27214,1
52263,1
33519,1
16235,1
11449,1
41848,1
25944,1
24913,1
49126,1
32076,1
571,1
8851,1
37843,1
32146,1
30346,1
6114,1
229,1
13549,1
9529,1
1598,1
11349,1
7340,1
6217,1
377,1
794,1
31640,1
8744,1
25189,1
145,1
2212,1
199,1
7863,1
12498,1
9279,1
53234,1
17204,1
21539,1
20539,1
11674,1
64900,1
1573,1
152,1
174,1
172,1
154,1
157,1
168,1
364,1
11967,1
9086,1
621,1
9037,1
10173,1
55687,1
168535,1
8845,1
46681,1
578,1
579,1
17692,1
17795,1
75,1
13891,1
9390,1
378,1
10896,1
2322,1
41240,1
26949,1
9819,1
49799,1
31908,1
46027,1
3179,1
4232,1
9361,1
2928,1
30285,1
10549,1
58102,1
18451,1
27265,1
8818,1
36758,1
36040,1
74239,1
9415,1
303693,1
12145,1
42424,1
34314,1
2892,1
9404,1
9622,1
8860,1
66597,1
14832,1
9619,1
31000,1
4104,1
26306,1
14908,1
12489,1
16448,1
17894,1
28059,1
58911,1
17949,1
1968,1
61563,1
66,1
20735,1
11419,1
25796,1
638,1
25624,1
9366,1
21915,1
90928,1
18420,1
19952,1
9446,1
28005,1
9403,1
27322,1
10003,1
9311,1
11844,1
884,1
49806,1
1624,1
88423,1
16052,1
4477,1
24662,1
18423,1
76996,1
6499,1
50512,1
9405,1
12723,1
9360,1
9434,1
118991,1
21626,1
13982,1
93946,1
31465,1
12793,1
102878,1
9611,1
10357,1
9977,1
816,1
2163,1
124680,1
16399,1
124843,1
31017,1
24645,1
49478,1
12499,1
18,1
68545,1
1811,1
109614,1
60082,1
64802,1
50850,1
15321,1
2058,1
9450,1
330,1
16375,1
33660,1
45671,1
17770,1
15170,1
1701,1
26422,1
1639,1
106129,1
107743,1
415,1
47686,1
65889,1
11103,1
11970,1
34941,1
407992,1
8874,1
266,1
754,1
37567,1
249358,1
607,1
18080,1
38225,1
17834,1
686,1
4421,1
9387,1
10603,1
2142,1
8413,1
10336,1
20737,1
9413,1
14585,1
18519,1
49462,1
8834,1
9458,1
8854,1
38295,1
22073,1
37244,1
4961,1
9416,1
26180,1
17832,1
9772,1
6072,1
1669,1
468,1
32519,1
108401,1
10806,1
9433,1
6623,1
2118,1
978,1
9437,1
29461,1
56651,1
10351,1
66588,1
2649,1
14289,1
10155,1
75250,1
20457,1
33657,1
55306,1
68924,1
36434,1
2255,1
28353,1
9427,1
172545,1
17589,1
3597,1
1813,1
36797,1
12628,1
33344,1
25099,1
45019,1
63437,1
62422,1
782,1
29911,1
9827,1
1959,1
251481,1
8067,1
125052,1
45153,1
10871,1
14398,1
10890,1
1281,1
32332,1
9770,1
12616,1
34838,1
14905,1
14583,1
11975,1
4995,1
9281,1
45928,1
563,1
61337,1
19931,1
31535,1
10215,1
9823,1
37165,1
45609,1
38904,1
9407,1
4824,1
9444,1
9414,1
8078,1
29938,1
11831,1
2895,1
19601,1
124606,1
22797,1
2639,1
9574,1
10371,1
489,1
167738,1
9714,1
8197,1
6283,1
49728,1
4233,1
191874,1
10217,1
438108,1
597,1
714,1
52537,1
62394,1
9922,1
547,1
25994,1
184,1
9746,1
9438,1
115,1
26941,1
9410,1
32302,1
216794,1
88863,1
41417,1
12538,1
586,1
2666,1
46338,1
54007,1
11258,1
9490,1
9411,1
25719,1
9033,1
21253,1
6116,1
9457,1
43911,1
39424,1
11702,1
2923,1
12238,1
11568,1
41577,1
66894,1
11003,1
10153,1
49645,1
47112,1
30949,1
2898,1
9558,1
320011,1
26269,1
11808,1
6970,1
47452,1
36943,1
21736,1
17941,1
10668,1
9313,1
42807,1
617,1
36568,1
37272,1
9440,1
53092,1
32911,1
44308,1
124821,1
32456,1
93350,1
32144,1
17127,1
40688,1
17133,1
19848,1
17644,1
1774,1
30265,1
2157,1
70581,1
8838,1
29193,1
795,1
16980,1
27472,1
47881,1
9469,1
12488,1
98499,1
81367,1
16148,1
21252,1
73135,1
9449,1
6264,1
90414,1
188870,1
215373,1
78149,1
15513,1
31220,1
13907,1
29825,1
10622,1
17139,1
10216,1
9771,1
24560,1
76330,1
9448,1
38618,1
18316,1
78373,1
4415,1
39467,1
55561,1
8656,1
58680,1
35161,1
35796,1
18937,1
929,1
9452,1
1878,1
9844,1
40505,1
14342,1
9715,1
20064,1
40961,1
1965,1
6068,1
15037,1
50043,1
37636,1
17044,1
60951,1
32284,1
51955,1
37410,1
53765,1
10674,1
136134,1
846,1
12655,1
3050,1
1389,1
11020,1
20862,1
9464,1
95,1
944,1
35680,1
11551,1
473,1
102304,1
544,1
10513,1
28966,1
65203,1
143,1
42861,1
33680,1
56164,1
12311,1
43277,1
43278,1
34106,1
43266,1
27367,1
17661,1
28580,1
887,1
33667,1
23383,1
25430,1
27191,1
11426,1
654,1
15919,1
1725,1
5769,1
874,1
10633,1
17917,1
3116,1
1051,1
1366,1
12102,1
16619,1
9443,1
11050,1
606,1
746,1
380,1
403,1
11485,1
466,1
13820,1
15389,1
13597,1
2108,1
10014,1
10072,1
10131,1
10160,1
11284,1
4488,1
9725,1
9728,1
9730,1
9731,1
10225,1
10281,1
10283,1
948,1
11281,1
10676,1
11357,1
11361,1
36599,1
39929,1
41828,1
41769,1
10585,1
11186,1
11187,1
609,1
11133,1
10306,1
9552,1
11586,1
11587,1
941,1
942,1
943,1
927,1
928,1
9340,1
9342,1
38509,1
60033,1
12101,1
165,1
196,1
551,1
16084,1
17984,1
22328,1
32611,1
3170,1
859,1
841,1
11051,1
242,1
1411,1
9769,1
9424,1
9835,1
857,1
17539,1
22777,1
20173,1
10957,1
9570,1
16249,1
13962,1
14612,1
19378,1
65157,1
29228,1
19379,1
11164,1
18887,1
24736,1
10122,1
24816,1
9994,1
25445,1
12129,1
14140,1
10439,1
11158,1
9354,1
28736,1
34774,1
37969,1
9631,1
9820,1
14013,1
36606,1
96196,1
1779,1
10849,1
678,1
907,1
5961,1
47908,1
42121,1
2887,1
11974,1
20348,1
26648,1
11911,1
793,1
35144,1
9325,1
43037,1
10340,1
10144,1
10414,1
10437,1
15300,1
12230,1
13380,1
10693,1
11335,1
11135,1
11319,1
14822,1
15969,1
13155,1
10249,1
15943,1
10882,1
24808,1
19762,1
13850,1
2619,1
65158,1
53565,1
41841,1
27332,1
97,1
10419,1
11675,1
2107,1
6471,1
9442,1
11591,1
13697,1
19158,1
227,1
87,1
123,1
9314,1
11336,1
9980,1
10657,1
10489,1
10823,1
11497,1
2907,1
9454,1
8688,1
118452,1
16155,1
23954,1
12761,1
396,1
14367,1
11814,1
16081,1
18331,1
11837,1
11704,1
11639,1
4978,1
10380,1
11976,1
15144,1
11522,1
11557,1
13853,1
11415,1
37530,1
8393,1
11937,1
21661,1
9320,1
33644,1
14662,1
115872,1
39930,1
10692,1
805,1
34584,1
34636,1
2182,1
28070,1
77469,1
10278,1
36647,1
17915,1
14557,1
9417,1
41469,1
19381,1
34637,1
4011,1
161795,1
1580,1
5854,1
573,1
2370,1
5780,1
506,1
22527,1
574,1
11219,1
30159,1
845,1
1978,1
3682,1
51942,1
46702,1
46748,1
847,1
117,1
14577,1
37498,1
38621,1
59138,1
28047,1
4175,1
31667,1
13321,1
21734,1
31997,1
24197,1
11462,1
31995,1
940,1
2762,1
12684,1
2761,1
8208,1
52907,1
15007,1
36049,1
52748,1
75793,1
47695,1
31930,1
543,1
36054,1
143750,1
36055,1
2760,1
64398,1
10220,1
431,1
31641,1
69848,1
22796,1
22256,1
21873,1
21500,1
84116,1
12626,1
37818,1
3525,1
129628,1
2321,1
2028,1
16384,1
91217,1
10699,1
11597,1
218624,1
47947,1
48311,1
44772,1
14347,1
41090,1
18282,1
18169,1
11082,1
5971,1
11933,1
20096,1
30815,1
881,1
4478,1
22318,1
53113,1
2109,1
122289,1
24746,1
72987,1
193103,1
8195,1
9877,1
26618,1
21132,1
11855,1
24016,1
14794,1
3486,1
11071,1
1091,1
10403,1
11337,1
162,1
73351,1
8916,1
9429,1
12159,1
27791,1
43106,1
30197,1
10156,1
10377,1
3121,1
4975,1
9713,1
134368,1
85837,1
9821,1
4437,1
1890,1
1955,1
39437,1
11932,1
6435,1
108316,1
10683,1
63709,1
9445,1
2657,1
9425,1
32326,1
637,1
8675,1
20701,1
9945,1
73,1
18603,1
46889,1
12888,1
3033,1
9882,1
10663,1
4518,1
1808,1
3600,1
17037,1
297,1
5332,1
21589,1
8336,1
11893,1
123056,1
12223,1
32081,1
14924,1
10002,1
41817,1
12560,1
9798,1
14444,1
9487,1
9466,1
2042,1
10162,1
309,1
692,1
24018,1
39256,1
244,1
10730,1
31947,1
8130,1
11532,1
9749,1
14628,1
9626,1
13698,1
10466,1
707,1
11954,1
9336,1
10157,1
12118,1
10587,1
11825,1
11895,1
9447,1
12257,1
37536,1
10029,1
11252,1
8545,1
10223,1
9745,1
200,1
9837,1
11545,1
1934,1
110643,1
11881,1
13764,1
8879,1
1369,1
1368,1
1370,1
10303,1
9326,1
10328,1
11285,1
1367,1
1371,1
1374,1
1375,1
15196,1
11904,1
215875,1
15596,1
13818,1
29968,1
1885,1
8856,1
10495,1
5825,1
9489,1
16885,1
76857,1
8741,1
9276,1
9822,1
39314,1
10312,1
9441,1
9422,1
125582,1
24525,1
10368,1
11365,1
140897,1
31662,1
36136,1
1363,1
46992,1
825,1
22913,1
15556,1
28902,1
14709,1
9423,1
14443,1
10658,1
6917,1
40729,1
24086,1
11815,1
9426,1
10344,1
15698,1
2620,1
30497,1
16337,1
25018,1
16780,1
12151,1
25438,1
33278,1
274253,1
192,1
10945,1
10013,1
9671,1
9396,1
11038,1
12278,1
11873,1
18588,1
10015,1
12715,1
8388,1
45712,1
8129,1
1618,1
10314,1
125548,1
47139,1
11167,1
2112,1
16172,1
111794,1
9524,1
20595,1
11622,1
10207,1
9849,1
18892,1
13466,1
1542,1
15256,1
8224,1
18417,1
12479,1
15031,1
15209,1
26425,1
1847,1
8913,1
10906,1
25748,1
25749,1
8769,1
14742,1
15856,1
10671,1
27932,1
7227,1
10670,1
5919,1
33518,1
40160,1
2362,1
10803,1
871,1
1685,1
1705,1
1688,1
1687,1
166680,1
11123,1
29723,1
31638,1
9535,1
9455,1
796,1
100,1
47501,1
30943,1
107946,1
7341,1
10350,1
11772,1
9540,1
31503,1
11773,1
30202,1
22345,1
53685,1
1641,1
47288,1
10212,1
10354,1
8583,1
16520,1
16508,1
11374,1
16379,1
125123,1
28029,1
603,1
4951,1
8970,1
30950,1
11660,1
9430,1
11355,1
9465,1
27455,1
49981,1
6522,1
114719,1
10209,1
143299,1
6396,1
39964,1
12596,1
9451,1
1946,1
139445,1
1844,1
6552,1
24584,1
213985,1
4154,1
28519,1
3309,1
18462,1
28941,1
18252,1
8592,1
564,1
13852,1
140519,1
25232,1
10210,1
53862,1
9460,1
4927,1
1893,1
31342,1
44297,1
95627,1
15849,1
18990,1
29242,1
29243,1
31498,1
29239,1
15660,1
1924,1
8536,1
9531,1
11411,1
138,1
30793,1
3103,1
3035,1
3077,1
3074,1
3076,1
3079,1
32023,1
13666,1
29794,1
9077,1
36685,1
43391,1
30168,1
10785,1
19483,1
8974,1
29959,1
11549,1
18158,1
27625,1
41516,1
17918,1
37305,1
18784,1
509,1
1090,1
24858,1
15059,1
55912,1
12117,1
11779,1
41730,1
84198,1
100568,1
13533,1
62676,1
817,1
265966,1
14283,1
37135,1
2275,1
68426,1
24137,1
10376,1
104,1
15800,1
9032,1
13821,1
55955,1
67067,1
6488,1
9473,1
8487,1
10279,1
2105,1
1073,1
10208,1
2667,1
48958,1
345,1
9825,1
16158,1
133575,1
620,1
2978,1
10490,1
11618,1
332,1
1812,1
8914,1
9824,1
4806,1
33430,1
247,1
10056,1
967,1
802,1
3175,1
147,1
1628,1
21185,1
11120,1
10136,1
32060,1
48686,1
873,1
48660,1
26789,1
108312,1
11416,1
10776,1
24452,1
9710,1
31924,1
30890,1
24081,1
20242,1
39074,1
66194,1
2115,1
23599,1
3526,1
41166,1
16406,1
10386,1
745,1
913,1
912,1
12229,1
67323,1
91076,1
89861,1
19457,1
11353,1
17707,1
9781,1
102489,1
18212,1
13817,1
48781,1
12185,1
29056,1
26857,1
28501,1
29030,1
25319,1
29074,1
24103,1
10552,1
9267,1
10766,1
10768,1
813,1
2665,1
9406,1
11418,1
11153,1
14170,1
2280,1
11077,1
28597,1
22611,1
39780,1
10396,1
9944,1
850,1
10154,1
10342,1
10366,1
9349,1
15122,1
22314,1
11037,1
11955,1
2038,1
28737,1
11963,1
9096,1
1911,1
2900,1
17709,1
37718,1
104896,1
30964,1
6373,1
2162,1
14578,1
40694,1
4338,1
10307,1
11601,1
18621,1
21719,1
40879,1
43832,1
47697,1
49792,1
26522,1
23761,1
24097,1
42114,1
28295,1
12105,1
14,1
24128,1
11001,1
10390,1
9453,1
704,1
35122,1
142132,1
24153,1
11797,1
18086,1
17887,1
10669,1
11527,1
42848,1
40867,1
1049,1
28032,1
11326,1
28377,1
10398,1
2290,1
24071,1
62994,1
60994,1
16112,1
32305,1
14429,1
15198,1
6415,1
24066,1
21430,1
10381,1
171982,1
42486,1
60285,1
10349,1
42518,1
29787,1
9638,1
10576,1
12662,1
61369,1
12618,1
13824,1
226,1
10388,1
17198,1
44857,1
9346,1
861,1
14412,1
9377,1
11541,1
11901,1
4929,1
85325,1
8416,1
11054,1
851,1
24453,1
18254,1
56235,1
20123,1
16642,1
3086,1
16305,1
32255,1
19997,1
3767,1
17352,1
535,1
1654,1
31043,1
14831,1
658,1
657,1
646,1
5689,1
8052,1
772,1
65448,1
65452,1
31650,1
73575,1
302579,1
550,1
97537,1
12220,1
1610,1
53151,1
42881,1
29064,1
404,1
42196,1
36819,1
16858,1
11562,1
10496,1
16162,1
8649,1
31306,1
10563,1
14484,1
214735,1
94857,1
32043,1
15247,1
29251,1
5548,1
5549,1
856,1
38772,1
699,1
709,1
253,1
13511,1
660,1
46798,1
11377,1
26149,1
492,1
108346,1
98480,1
46286,1
8672,1
2020,1
9481,1
9008,1
14242,1
16129,1
28145,1
51371,1
18111,1
31361,1
11223,1
16281,1
16288,1
1694,1
476,1
37094,1
13555,1
961,1
73969,1
24831,1
85160,1
25560,1
21610,1
11510,1
11234,1
957,1
11886,1
37853,1
11040,1
21849,1
1621,1
14035,1
40771,1
40772,1
40773,1
11498,1
11790,1
29371,1
276635,1
47941,1
29048,1
19052,1
21349,1
1832,1
10047,1
47692,1
18561,1
144953,1
37426,1
51787,1
11663,1
13485,1
9289,1
9264,1
18222,1
11165,1
24226,1
88875,1
11379,1
29154,1
2039,1
77915,1
11943,1
11481,1
2690,1
20565,1
27141,1
10399,1
90762,1
2668,1
36643,1
77010,1
25898,1
9647,1
11787,1
24276,1
29005,1
26371,1
596,1
52470,1
20334,1
11393,1
31121,1
293,1
10998,1
12235,1
36094,1
9013,1
11005,1
59820,1
2924,1
177,1
38557,1
42087,1
13681,1
34760,1
9946,1
863,1
31582,1
125520,1
22267,1
55123,1
10411,1
41462,1
1718,1
28604,1
15506,1
20024,1
78256,1
13787,1
54933,1
9684,1
9586,1
41638,1
33015,1
777,1
21887,1
5652,1
19664,1
32331,1
76083,1
32669,1
18161,1
31681,1
33666,1
32274,1
10402,1
497,1
1715,1
35118,1
42739,1
26162,1
25188,1
15515,1
75888,1
1439,1
2277,1
10137,1
49948,1
334,1
30237,1
50116,1
46435,1
22213,1
47070,1
36492,1
624,1
26578,1
43103,1
43194,1
9563,1
1850,1
926,1
1213,1
10471,1
10400,1
10397,1
20761,1
12524,1
28216,1
36773,1
30814,1
10219,1
3558,1
41276,1
17908,1
10384,1
10236,1
632,1
11851,1
5924,1
33734,1
14886,1
26617,1
10493,1
16241,1
27632,1
22160,1
4460,1
9644,1
43455,1
13342,1
35119,1
21256,1
14919,1
14040,1
75641,1
22692,1
47620,1
2990,1
38775,1
10831,1
33078,1
10472,1
53714,1
21489,1
32600,1
110479,1
299121,1
13005,1
18681,1
75531,1
20468,1
10406,1
14741,1
32015,1
1883,1
2005,1
6279,1
7305,1
24735,1
9475,1
8872,1
8873,1
11287,1
9869,1
619,1
9374,1
11259,1
8293,1
11068,1
1923,1
10158,1
10206,1
11782,1
9876,1
10326,1
16562,1
9609,1
12143,1
4234,1
9605,1
8374,1
29076,1
49477,1
121940,1
28156,1
113096,1
106837,1
24349,1
27841,1
1907,1
15489,1
15655,1
68546,1
279444,1
22342,1
30062,1
62463,1
25934,1
14181,1
2787,1
2069,1
61416,1
79515,1
14839,1
42186,1
28978,1
901,1
25010,1
18264,1
291861,1
33374,1
43368,1
127602,1
2155,1
11004,1
25212,1
36048,1
47816,1
20682,1
25166,1
1831,1
10416,1
14271,1
4816,1
19958,1
28569,1
2193,1
64871,1
54575,1
11016,1
23020,1
54195,1
139058,1
20423,1
10839,1
36489,1
24481,1
11296,1
61651,1
28172,1
57855,1
28180,1
14280,1
72086,1
149687,1
29478,1
28177,1
64166,1
73642,1
2067,1
622,1
12186,1
20283,1
5693,1
287,1
968,1
838,1
16958,1
3114,1
31938,1
12501,1
22650,1
31618,1
42232,1
15873,1
26928,1
68427,1
25392,1
22178,1
48213,1
35412,1
43463,1
59939,1
159727,1
8333,1
19259,1
820,1
11718,1
8989,1
32031,1
58048,1
26827,1
11157,1
28370,1
918,1
61178,1
11176,1
14900,1
11899,1
36536,1
