id_peli,id_franq
11806,547
10438,547
24476,547
24477,547
13955,547
295887,547
78080,547
9871,548
10361,548
12583,548
11059,549
29293,549
24,550
393,550
9373,551
10781,551
10009,552
10010,552
10389,553
24674,553
9030,553
33723,553
51322,553
27117,554
50553,554
44383,554
17481,554
27118,554
20408,554
18706,554
34327,554
20417,554
33421,554
50401,554
33419,554
10147,555
338964,555
9556,556
18998,556
19002,556
9065,557
9063,557
29445,557
860,558
14154,558
951,559
383121,559
3176,560
3177,560
11824,561
15582,561
11811,562
18009,562
19286,562
19287,562
18011,562
19288,562
10028,563
412519,563
63710,563
11007,564
9641,564
5205,565
164753,565
21779,566
36775,566
3054,566
1954,567
14620,567
16258,567
14114,568
18841,569
44687,569
30566,570
42466,570
553,571
1951,571
1487,572
11253,572
11137,573
15590,573
20036,573
11358,574
15066,574
9990,574
10625,575
51481,575
7131,576
7092,576
22137,577
22140,577
10035,578
20648,578
10940,579
10916,579
10921,579
10941,579
10942,579
16068,579
15289,579
16113,580
19086,580
26340,580
25508,581
28436,581
39907,582
9545,583
14245,583
58767,583
290729,583
407375,583
14247,583
1583,584
17653,585
17811,585
31952,586
28801,586
31472,586
54396,587
40810,588
40812,588
43096,589
43018,589
11506,590
29455,590
11602,590
42632,591
26028,591
61708,591
10775,592
11647,592
14310,592
15618,593
40487,593
38237,593
13282,594
401544,594
26268,595
32620,595
250,596
10751,596
15824,597
15840,597
15830,597
11315,598
13899,598
36222,598
19128,599
15371,600
59719,600
109572,600
30143,600
241868,600
31051,600
17346,601
47491,601
8920,602
9513,602
9372,603
31217,604
34528,604
34530,604
9542,605
20381,605
10606,606
35610,606
122293,606
2330,607
2334,607
2332,607
2335,607
2202,608
43177,608
43398,608
61856,608
128854,608
61855,608
8699,609
9965,609
109443,609
11247,610
15157,610
74018,610
407655,610
36627,611
31273,611
35780,612
25361,612
25536,613
11282,614
13335,614
55465,614
395,615
440,615
10762,616
28677,616
13559,617
24924,618
27646,618
24925,618
17994,619
40252,619
40251,619
28153,620
28155,620
49684,620
1970,621
1975,621
1977,621
176,622
215,622
214,622
663,622
11917,622
22804,622
41439,622
9806,623
2059,624
6637,624
11836,625
228165,625
33740,626
74719,626
77448,626
27503,627
23101,628
44875,628
54430,628
23336,629
86082,629
79090,629
112912,629
159849,629
86084,629
162865,629
9797,630
43118,630
4558,631
36878,631
36877,631
43388,632
11402,633
10748,633
37565,633
14387,633
31372,634
31374,634
31378,634
11047,635
9929,635
9385,635
8868,635
9318,635
11625,635
9369,635
9642,635
170522,635
70327,636
52728,636
21930,636
22899,636
34131,636
26947,636
60160,636
70322,636
9394,637
40732,638
42488,638
12089,639
10939,639
41471,640
17810,640
41474,640
41477,640
41486,640
41482,640
9474,641
10915,641
25473,642
72455,642
24402,643
28209,643
39412,643
40978,643
146047,643
61108,643
16246,644
28994,645
52485,645
19174,646
32100,646
43430,647
27046,647
47313,648
5725,649
5651,649
5721,649
5157,649
38783,650
45875,650
16378,651
32694,651
33701,652
11183,652
21435,652
14087,653
14088,653
1884,654
10372,654
27414,655
50719,655
42709,655
139455,655
70984,655
59762,655
17663,656
40724,656
25180,656
29903,657
29904,657
14029,658
40342,658
67342,659
67343,659
10570,660
10408,660
11084,660
11471,661
18305,661
41244,661
22572,662
49964,663
83761,663
47104,663
30421,664
9050,664
9048,664
14571,665
14572,665
1483,666
34683,667
47350,668
71982,668
67636,668
51765,668
18817,669
12088,670
11119,670
32764,671
32761,671
1987,671
26877,672
10855,672
127329,672
26830,673
12613,674
33274,674
17433,674
16257,674
27318,675
27320,675
16003,676
74626,676
2061,677
11328,677
11330,677
74097,678
96105,678
141055,678
36702,679
23985,679
23986,679
17629,680
82450,680
31292,680
48995,680
1283,681
1284,681
1285,681
59117,681
254869,681
344,682
11406,682
2487,683
17074,684
18491,685
21832,685
21348,686
13679,686
20882,687
56549,687
20883,687
57779,687
20884,687
10482,688
28031,689
35203,689
2463,690
45303,690
16874,691
45715,691
71138,692
39872,692
16234,693
64202,693
2899,694
9564,694
2395,694
99770,694
11178,695
100973,696
118513,696
93230,696
21707,697
21708,697
13984,698
53358,698
4689,699
670,699
4550,699
18248,700
18070,700
21041,701
21040,701
21072,701
4326,702
63065,702
32250,703
44203,703
11838,703
9666,703
26693,703
36917,703
12496,704
34019,704
20527,704
17457,705
10257,705
41070,706
336884,706
9694,707
6933,707
14021,707
55470,707
22537,708
9316,709
16353,709
43209,709
10105,710
133558,710
294690,710
83,711
9592,711
3396,712
18489,712
284246,712
62276,713
61139,713
5889,714
5890,714
8357,715
24654,715
11804,716
7006,716
34326,717
52980,717
52874,717
64912,717
52979,717
23832,718
49321,718
11633,719
269650,719
13981,719
12127,720
11626,720
12097,720
42390,721
26581,722
16387,722
11637,723
10172,723
12142,724
12683,724
8968,725
15262,725
14913,725
561,726
3040,727
2269,727
12721,728
42012,728
29801,728
27042,729
37601,730
28067,730
28071,730
37988,731
29670,731
61125,731
102234,731
138705,731
150208,731
80256,731
38155,732
187,733
189,733
47406,734
33583,734
5691,734
16250,735
20641,735
22488,735
20583,735
30975,735
49857,735
21636,735
25182,735
81450,735
87311,735
24444,736
42601,736
54266,736
16692,736
16693,736
18510,736
18511,736
54283,736
18624,736
40897,736
54265,736
54272,736
54274,736
54273,736
54275,736
21410,736
54276,736
54277,736
54278,736
54279,736
54281,736
54280,736
54284,736
54306,736
54307,736
40644,736
46594,737
85715,737
82088,737
953,738
10527,738
80321,738
270946,738
9779,739
10188,739
272,740
155,740
49026,740
20914,741
24161,741
9738,742
1979,742
40254,743
32237,743
54111,743
6519,744
19580,744
22965,745
59706,745
59701,745
7553,746
15105,746
8923,747
15809,747
182873,747
11968,748
16931,748
9763,749
9815,749
19139,749
15493,750
8274,751
8275,751
8277,751
26123,751
26845,752
18994,752
38661,752
40044,752
40214,752
40045,752
55872,752
55873,752
25,753
285423,753
378385,753
9885,754
199534,754
9392,755
34480,755
7010,756
46971,756
411,757
2454,757
10140,757
14695,758
20478,758
9568,759
37526,759
6935,760
10045,761
15357,761
168705,762
12685,762
17456,762
1690,763
1691,763
71670,763
10982,764
57089,764
21519,765
21521,765
36768,766
36764,766
36769,766
36771,766
55254,766
62900,766
55776,766
62898,766
62896,766
62897,766
62894,766
55558,766
36767,766
36766,766
36765,766
11283,767
35019,767
16452,768
21671,768
12096,769
15159,769
33061,770
26914,770
40819,770
9975,771
23903,771
263945,771
9682,772
14212,772
18747,773
15077,773
14609,774
14611,774
9792,775
9793,775
588,776
61012,776
8982,777
110552,777
31506,778
42512,778
591,779
13448,779
207932,779
920,780
49013,780
260514,780
10007,781
226140,781
10947,782
13649,782
11887,782
10770,783
11039,783
32740,784
25516,784
204435,784
1593,785
18360,785
181533,785
1948,786
15092,786
9762,787
8328,787
41233,787
85446,787
243683,787
15049,788
417489,788
58311,789
18672,790
7484,791
13690,791
51170,791
382517,791
8975,792
27310,792
171581,792
329540,792
445993,792
10070,793
13797,793
15135,793
3683,794
1251,794
43071,795
60213,795
60290,795
60221,795
9836,796
65759,796
15152,797
15588,797
14457,798
18616,798
17604,799
64428,799
12795,800
15706,800
14277,801
23116,801
5393,802
16652,802
1931,803
9992,804
26505,804
42949,804
11578,805
11972,805
37991,805
7516,806
29564,806
9966,807
20441,807
14761,808
26769,808
314407,808
13127,809
331576,809
9958,810
27561,810
38674,810
257451,810
303742,810
26461,810
1250,811
71676,811
13185,812
13058,812
11841,813
48301,813
50571,813
11945,814
11946,814
10845,815
14624,816
195757,816
1271,817
53182,817
10294,818
15641,818
14636,819
353610,819
14240,820
28090,820
50687,820
11798,821
14208,822
14207,822
14728,822
22049,823
101652,823
9408,824
1991,825
1992,825
1858,826
8373,826
38356,826
91314,826
335988,826
13491,827
13522,827
34588,828
21752,828
2701,829
58427,829
58433,829
2734,829
33201,829
58430,829
2331,829
17350,830
375798,830
2082,831
24150,831
1845,832
84165,832
45211,833
18928,833
14348,834
16768,834
95511,834
147276,834
48132,834
17041,834
4513,835
42941,835
17202,836
35688,836
7347,837
47931,837
18442,838
18443,838
13363,839
1620,840
249070,840
6477,841
23398,841
55301,841
258509,841
7249,842
12889,842
13253,842
15060,842
13348,843
23951,843
77269,843
20567,844
51429,844
15495,845
128841,845
6076,846
9511,846
69315,847
105077,847
8329,848
10664,848
80280,848
185341,848
2312,849
80410,849
252360,849
11908,850
43919,850
167575,850
13054,851
13016,852
13180,852
54293,852
10797,853
45783,853
16884,853
8456,854
70006,854
391757,854
36223,855
10488,856
172386,856
1266,857
58625,857
9017,858
100183,858
164377,858
1726,859
10138,859
68721,859
8681,860
82675,860
260346,860
13001,861
12914,861
80527,861
4564,862
37786,862
9502,863
49444,863
140300,863
3687,864
8909,865
23676,866
79591,866
8359,867
119893,867
338100,867
204582,867
25778,867
18182,867
25786,867
281506,867
37453,867
400045,867
13675,868
26539,868
11631,869
9010,870
21467,870
10469,870
277967,870
88751,871
72545,871
16007,872
16140,872
20329,872
11802,873
45662,873
13541,874
11910,874
38626,874
18560,874
24057,874
12289,875
15384,875
10483,876
51620,876
156717,876
13515,877
46441,877
3097,878
11874,879
41608,879
12529,879
71206,880
52916,880
72032,880
25741,881
141614,881
13812,882
59115,882
36073,883
18334,883
14943,884
25716,884
253451,884
13655,885
44244,885
14405,886
54540,886
105965,886
17099,887
17128,887
17129,887
32862,888
23104,888
8966,889
18239,889
24021,889
50619,889
50620,889
15026,890
11795,890
8881,891
8880,891
34812,892
16268,892
14306,893
72391,893
31047,894
31046,894
30347,894
26114,894
43263,894
59238,894
110148,894
22555,894
361263,894
14756,895
37472,895
365222,895
26235,896
214264,896
25745,896
287281,896
13635,897
15362,897
15227,898
14560,899
256961,899
14711,900
62931,900
5677,901
40740,901
47628,901
50699,901
42818,902
43873,902
43146,902
18781,903
150202,903
80314,904
15472,905
33613,905
24253,905
30155,906
9841,907
19066,907
31132,908
38872,908
35022,909
45965,909
45882,910
2080,911
76170,911
263115,911
13475,912
54138,912
188927,912
38464,913
38467,913
38462,913
29328,913
38457,913
33388,913
33389,913
33392,913
38458,913
33394,913
38461,913
38463,913
38456,913
38470,913
38471,913
38460,913
38459,913
38468,913
38465,913
38469,913
38472,913
11160,914
11048,914
11053,914
11055,914
8211,915
14003,916
80518,916
18785,917
45243,917
109439,917
37024,918
37021,918
82386,918
58018,919
14451,920
241842,920
19508,921
16460,921
26728,921
75015,922
18901,923
16911,924
18122,924
21407,925
134597,925
14869,926
72559,926
17134,927
195269,927
351901,927
17285,928
15137,929
22843,929
75629,929
37047,930
44685,930
677,931
685,931
92011,932
5060,933
22937,933
32109,933
32113,933
21240,933
19254,933
19300,933
26190,933
5065,933
5061,933
5064,933
19725,933
32105,933
24569,933
17276,933
24571,933
19297,933
19252,933
24570,933
